,VIXCLS,VIXCLS (ln diff),WILL5000PR,WILL5000PR (ln diff),BAMLC0A4CBBBEY,BAMLC0A4CBBBEY (ln diff),DCOILBRENTEU,DCOILBRENTEU (ln diff),WILLREITIND,WILLREITIND (ln diff)
17,15.52,-0.07088112198362406,21313.51,0.004075667490170076,3.61,0.002773926882725375,46.07,-0.013368030035019629,9332.15,0.008322011383635086
18,17.22,0.10394198424451195,21052.16,-0.012337976259530592,3.6,-0.002773926882725375,46.55,0.010365024775250031,9325.55,-0.0007074827310216136
19,20.44,0.17142226633591928,20764.77,-0.013745366999646791,3.54,-0.016807118316381153,47.07,0.011108851689975108,9264.98,-0.006516243950436262
20,18.76,-0.08576682175742523,20961.26,0.009418171458843716,3.57,0.008438868645864517,46.61,-0.009820745028401578,9289.87,0.0026828581130313722
21,20.97,0.11136590133574975,20678.93,-0.013560664660607458,3.53,-0.011267724846342198,47.52,0.01933556466974018,9088.99,-0.02186076828141381
22,19.43,-0.07627458152447986,20931.15,0.01212317251418149,3.55,0.005649732542118979,51.74,0.08508050170349346,9080.82,-0.0008992939992893412
23,17.33,-0.11437915966183398,21238.77,0.014589805088963459,3.55,0.0,54.41,0.05031678373995074,9155.06,0.008142234995046849
24,18.33,0.05609995812409885,21156.15,-0.0038976417266134433,3.6,0.013986241974739855,55.07,0.01205714277655634,9119.39,-0.003903816016375572
25,16.85,-0.08418840505324265,21384.14,0.010718882400398755,3.6,0.0,55.98,0.01638938081291741,9230.27,0.012085384640258212
26,17.29,0.02577764289682838,21311.64,-0.0033961234427604126,3.6,0.0,55.88,-0.0017879496985466758,8966.04,-0.02904419350308629
27,18.55,0.07034148935824502,21214.97,-0.004546337763930097,3.69,0.024692612590371477,57.0,0.01984473344578941,8908.42,-0.006447210107429768
28,17.23,-0.07381773851360585,21428.38,0.010009147108219096,3.68,-0.0027137058715960283,55.79,-0.021456625977113397,8938.15,0.003331735734249719
29,16.96,-0.015794420176081125,21425.31,-0.00014327821035919897,3.71,0.008119124438504155,53.48,-0.042286889623694535,8914.54,-0.0026449810941073792
30,15.34,-0.10039383442464711,21636.8,0.009822635279611802,3.71,0.0,56.23,0.05014267007036821,9023.85,0.012187420722877818
31,14.69,-0.043296805753324286,21727.82,0.004197898363480945,3.68,-0.008119124438504155,60.33,0.07037907014855982,8953.23,-0.007856711242135717
32,,,,,3.7,0.005420067469339207,61.57,0.02034524647044833,,
33,15.8,,21755.2,,3.69,-0.0027063615977431787,60.78,-0.012913951434471826,8936.11,
34,15.45,-0.02240093668916643,21763.62,0.00038695902623686607,3.76,0.01879249934936733,60.72,-0.0009876544012721311,9016.67,0.008974714860663369
35,15.29,-0.010409983402783762,21740.46,-0.0010647278226763035,3.68,-0.02150620522096336,58.78,-0.032471472096603726,8814.86,-0.022636152605651105
36,14.3,-0.0669394826751093,21874.39,0.006141505517733847,3.71,0.008119124438504155,60.99,0.03690825531759412,8906.76,0.01037160528291814
37,14.56,0.018018505502678472,21865.61,-0.00040146319697775823,3.71,0.0,59.78,-0.020038759452573274,8980.81,0.008279539704380667
38,13.69,-0.06161240346818264,21916.34,0.0023173943921186435,3.66,-0.013568729206068886,60.33,0.009158335596878509,8794.22,-0.020995391188945334
39,13.84,0.010897310889166345,21910.0,-0.00028932372834411524,3.6,-0.016529301951210718,59.77,-0.009325629616507847,8797.81,0.0004081393733219585
40,13.91,0.00504505574582792,21875.95,-0.0015552937352616425,3.6,0.0,61.39,0.026743092603242147,8704.74,-0.010635121994022612
41,13.34,-0.041840965447873746,21807.89,-0.0031160289512008887,3.62,0.005540180375615433,61.89,0.008111660311865165,8772.61,0.007766662699490112
42,13.04,-0.022745483988971138,21942.97,0.006174983953286528,3.61,-0.0027662534928900584,60.75,-0.01859153353061238,8820.4,0.005432852882703898
43,13.86,0.060985437263250564,21847.7,-0.004351162031049682,3.52,-0.02524678273478398,61.18,0.007053256502099536,8798.81,-0.0024507353968736822
44,14.23,0.02634541834000359,21749.22,-0.004517758020481821,3.58,0.016901810802603334,59.18,-0.03323669175069366,8707.0,-0.010489185220922792
45,14.04,-0.013442013504096018,21778.2,0.0013315746387920768,3.6,0.00557104504945527,60.33,0.019245845480607038,8738.84,0.0036501579003456186
46,15.2,0.0793850292545657,21475.48,-0.013997650269338635,3.6,0.0,59.15,-0.019752902028274733,8455.68,-0.03293905284670018
47,15.06,-0.009253205480483029,21558.66,0.0038657727835698097,3.58,-0.00557104504945527,58.67,-0.00814806748662722,8526.07,0.008290123589814513
48,16.69,0.10276751530199624,21212.21,-0.016200632693241346,3.67,0.024828861653869883,55.95,-0.04747008817983378,8517.78,-0.000972784981531305
49,16.87,0.010727158884133114,21197.41,-0.0006979548791434809,3.64,-0.008207980417829441,56.46,0.009073988067408223,8519.65,0.00021951667681108233
50,15.42,-0.08987152842269364,21464.97,0.012543299648202222,3.61,-0.008275909303859796,56.66,0.0035360715770274,8671.28,0.017641155234978
51,16.0,0.036923354104597905,21344.19,-0.005642732558815311,3.61,0.0,54.8,-0.03337830044840029,8663.81,-0.0008618357865302073
52,15.61,-0.024676987712440646,21607.22,0.012247946604505344,3.6,-0.002773926882725375,52.0,-0.052446475372542434,8767.92,0.011945026442777618
53,15.66,0.0031979560353163627,21557.72,-0.0022935290399406227,3.62,0.005540180375615433,52.17,0.0032638984528738924,8754.89,-0.0014872046665601601
54,13.97,-0.11419751729378635,21807.22,0.011507118566152386,3.62,0.0,52.59,0.00801837056695165,8936.66,0.020549516179293903
55,14.07,0.007132697857427317,21719.48,-0.004031553912406949,3.61,-0.0027662534928900584,52.96,0.007010924027499588,8932.68,-0.0004454557432804762
56,13.02,-0.0775582343458745,21914.84,0.008954479197685217,3.54,-0.019581045199106528,53.88,0.017222439913410437,9155.52,0.024640514230624078
57,13.41,0.02951406051316363,21873.9,-0.0018698876436644696,3.55,0.0028208763416412985,53.82,-0.001114206243403526,9149.57,-0.0006500924288879162
58,13.62,0.01553860342777913,21751.11,-0.005629354549787635,3.51,-0.011331566009550098,53.61,-0.003909527459313278,9069.22,-0.00882062101353931
59,15.44,0.1254222438752639,21422.33,-0.015230954767334381,3.49,-0.005714301263438415,54.18,0.010576218817502703,8906.15,-0.018144213298381118
60,15.8,0.023048395436291003,21369.37,-0.0024752476316596272,3.46,-0.00863314714470298,57.02,0.051090246827577346,8855.11,-0.005747355817824484
61,15.07,-0.047303927394517054,21430.95,0.0028775505646567723,3.49,0.00863314714470298,56.44,-0.010223956499912923,8879.59,0.002760691249097391
62,14.51,-0.03786794574230745,21698.05,0.012386255876553065,3.55,0.017045867272988513,53.99,-0.044379282754417826,9009.17,0.014487562743150662
63,15.29,0.052360953044874314,21526.87,-0.007920472491234065,3.5,-0.014184634991956324,53.69,-0.0055720797957174995,8930.78,-0.008739210411533804
64,15.11,-0.011842243656322804,21450.53,-0.0035525685727364475,3.51,0.002853068982406226,55.73,0.037291837146967044,8903.29,-0.003082865747664698
65,14.67,-0.029552184129757464,21527.79,0.0035953049455290653,3.47,-0.011461443519006353,55.73,0.0,8977.47,0.008297234074026605
66,,,,,3.42,-0.014514042884254064,,,,
67,14.74,,21665.02,,3.43,0.002919710103334694,55.73,,9071.46,
68,14.78,0.0027100287588650573,21603.62,-0.0028380850987392847,,,57.55,0.032135533586446385,8908.54,-0.018122854178722392
69,13.98,-0.05564717871439129,21666.06,0.0028860875948772957,3.42,,56.42,-0.01983042959404102,8922.21,0.0015333065270066726
70,13.09,-0.06577915688385572,21738.07,0.0033181204677390497,3.4,-0.005865119452398204,56.04,-0.006757984105044024,8736.19,-0.021069505902254093
71,12.58,-0.039740328649513934,21844.93,0.004903756700407769,3.39,-0.0029455102297566427,56.82,0.013822654957235336,8733.83,-0.00027017713939159194
72,13.94,0.10265415406008316,21756.1,-0.004074680020348609,3.44,0.014641549992947978,57.14,0.005616020376585595,8703.04,-0.0035316007978014596
73,13.67,-0.019558754596519456,21786.73,0.0014068908728379625,3.43,-0.0029112102074584367,57.69,0.009579451466170674,8739.39,0.0041680032682851476
74,12.84,-0.06263835247404304,21899.68,0.0051709559873991395,3.42,-0.002919710103334694,59.32,0.027862669000933593,8680.05,-0.006813104157050276
75,12.6,-0.01886848430438315,21884.67,-0.000685633135493191,3.38,-0.011764841579586571,60.13,0.013562367781745799,8708.28,0.0032470081718649624
76,13.89,0.09747234280882022,21630.59,-0.011677875184913589,3.38,0.0,61.31,0.01943407672311892,8657.61,-0.005835594236010877
77,13.3,-0.043405121538544034,21827.82,0.009076786477667298,3.36,-0.0059347355198144935,61.2,-0.0017957722563162193,8678.47,0.0024065428940645006
78,13.25,-0.0037664827954770885,21799.78,-0.0012854249998142109,3.35,-0.0029806281381377087,60.12,-0.017804624633506627,8697.39,0.0021777347972857797
79,12.71,-0.04160846723086831,21901.85,0.004671230139496885,3.39,0.011869575555383927,60.12,0.0,8719.23,0.0025079506181402422
80,12.48,-0.01826172226008138,21959.05,0.0026082470914818856,3.39,0.0,62.66,0.041380720639272006,8736.15,0.0019386579151348116
81,12.29,-0.015341439363337983,21996.27,0.0016935382973350954,3.43,0.01173033978548954,62.96,0.0047763185851019685,8754.1,0.0020525728679725574
82,13.12,0.06535185993799963,21890.39,-0.004825165798752806,3.42,-0.002919710103334694,62.86,-0.0015895727397259307,8755.22,0.00012793186731663297
83,12.41,-0.055635184299427376,21952.88,0.00285061047298818,3.39,-0.008810629682154847,62.61,-0.0039850216122028215,8732.85,-0.0025583168641176712
84,13.39,0.07600556048656548,21861.98,-0.00414928316170915,3.39,0.0,63.97,0.021489213704827037,8556.17,-0.02043911693550271
85,14.55,0.08308283391442028,21622.29,-0.011024327995919236,3.43,0.01173033978548954,63.9,-0.001094862078557135,8419.16,-0.016142599313159423
86,12.7,-0.13598900015295579,21838.1,0.009931423709385712,3.48,0.014472032608534358,64.13,0.0035929117772823815,8490.01,0.00838011737154254
87,12.85,0.011741817876683047,21905.39,0.003076574506364338,3.53,0.014265577158822484,64.62,0.007611687235581144,8505.37,0.0018075505439796302
88,14.31,0.10761478222713095,21637.16,-0.012320518343230447,3.58,0.014064929467403564,65.44,0.012609731898139742,8317.53,-0.02233239296583278
89,15.15,0.057041938387018654,21560.79,-0.0035358196194454905,3.59,0.0027894020875784964,66.22,0.011848839824608604,8299.48,-0.0021724735194990075
90,15.13,-0.0013210041551139362,21644.93,0.0038948595864845004,3.62,0.008321823337492207,64.93,-0.019672765598705233,8431.36,0.01576522535257041
91,12.86,-0.1625578089907913,21916.79,0.012481762864876345,3.66,0.010989121575595284,63.82,-0.01724314567029772,8555.89,0.014661847072444445
92,13.85,0.07416351382387454,21817.97,-0.004519067587196446,3.64,-0.005479465764625546,62.82,-0.015793126739596985,8418.64,-0.01617163964410473
93,13.86,0.0007217611284096037,21760.48,-0.0026384615951808854,3.6,-0.011049836186585171,65.09,0.03549743347379497,8442.11,0.002783982344650937
94,13.76,-0.007241161256559714,21752.63,-0.0003608108032349122,3.68,0.02197890671877545,66.33,0.018871355953169022,8364.88,-0.009190288514330902
95,12.74,-0.07701918236118033,21980.3,0.01041192788919787,3.68,0.0,65.58,-0.011371512120962102,8529.13,0.01944537448720851
96,12.38,-0.028664382887567008,21997.35,0.0007753939036874158,3.68,0.0,64.69,-0.013664141360608895,8609.68,0.009399788327067782
97,12.73,0.02787914531286484,22079.72,0.0037375486114381573,3.64,-0.010929070532190277,65.15,0.007085673514960256,8583.34,-0.0030640365226553
98,12.85,0.009382398771913714,22059.59,-0.0009121121918589381,3.58,-0.01662088123604044,63.48,-0.025967407912645513,8559.88,-0.0027369437765631943
99,12.88,0.0023319093349787323,22043.54,-0.0007278395301426599,3.63,0.013869847864150353,63.52,0.0006299212806721854,8547.1,-0.0014941272366630898
100,12.11,-0.061644163111206574,22088.43,0.0020343535755049658,3.66,0.008230499136515634,64.7,0.0184063845679745,8502.55,-0.005225925621868299
101,12.13,0.0016501653909579694,22038.82,-0.002248498191086412,3.66,0.0,64.7,0.0,8500.3,-0.0002646615141728148
102,,,,,3.62,-0.010989121575595284,,,,
103,14.06,,21816.47,,3.66,0.010989121575595284,61.65,,8430.9,
104,13.27,-0.05782803803840286,22016.82,0.009141517564595247,,,61.35,-0.004878058453432033,8519.84,0.010494033441178274
105,13.31,0.003009784062903975,21988.03,-0.0013084923188113606,3.61,,60.12,-0.02025260627214731,8493.19,-0.0031328954098768236
106,13.84,0.03904731778250348,21854.12,-0.00610875225894425,3.61,0.0,63.16,0.049328624502667395,8403.56,-0.010609240321103997
107,13.97,0.009349223079346825,21898.05,0.002008129643060741,3.6,-0.002773926882725375,62.87,-0.0046020869924712215,8507.69,0.012315034787734547
108,14.24,0.019142732714959365,21881.98,-0.0007341247012266905,3.59,-0.0027816429618767735,63.14,0.004285380734875943,8430.77,-0.009082352085671985
109,13.66,-0.041583051841185714,21942.27,0.002751446426817239,3.62,0.008321823337492207,62.78,-0.005717931716038294,8314.39,-0.013900359734506651
110,14.71,0.07405568047070199,21754.05,-0.008614966390869228,3.7,0.021858793812499222,60.34,-0.03964131768289203,8298.29,-0.0019382790784554516
111,14.21,-0.0345815925043369,21745.79,-0.0003797715163678106,3.75,0.0134230203321406,60.36,0.00033140016873289824,8206.86,-0.011079079586718166
112,15.29,0.07325307783196155,21604.69,-0.006509754830002379,3.82,0.018494582636164214,61.33,0.015942485738244194,8188.68,-0.002217677179391586
113,14.47,-0.05512147929757827,21602.29,-0.00011109316145052617,3.78,-0.010526412986987532,63.23,0.030509752432629433,8130.84,-0.007088473458498612
114,13.22,-0.09034670621985219,21854.73,0.011618046497524404,3.86,0.020943173845243246,64.68,0.022673162638384703,8195.6,0.007933185635227602
115,12.85,-0.028387023082311558,21899.41,0.00204232173368446,3.84,-0.0051948168771038805,63.76,-0.014326000226946967,8249.24,0.0065236500001422115
116,13.78,0.06987445424428351,21759.86,-0.006392707676765141,3.88,0.010362787035546495,63.19,-0.008979973696595422,8234.05,-0.0018430791789700862
117,15.39,0.11049968226527573,21656.37,-0.004767350643149371,3.93,0.012804272245987791,60.99,-0.035436144476999054,8192.54,-0.005054011618669918
118,14.81,-0.0384153195710808,21780.3,0.005706254014269163,3.87,-0.015384918839479456,60.75,-0.003942834087707681,8264.83,0.008785178305004138
119,14.5,-0.02115397885317849,21818.77,0.0017647169989487566,3.87,0.0,60.75,0.0,8330.26,0.007885505778233437
120,13.19,-0.0946896826973056,22033.11,0.00977571346723849,3.86,-0.0025873235649509496,61.37,0.010154034180348326,8449.36,0.014196030679073601
121,13.96,0.056737130605003294,21928.12,-0.004776490540002953,3.84,-0.0051948168771038805,59.41,-0.03245855403335618,8375.11,-0.008826486902487218
122,12.74,-0.0914494471902092,22056.02,0.005815749063000197,3.83,-0.002607563407080793,60.54,0.018841741225923414,8292.33,-0.009933220776515483
123,12.11,-0.050715092579016297,22076.99,0.0009503091485552062,3.85,0.005208345107138079,61.67,0.01849328540982853,8225.6,-0.008079748857614533
124,13.26,0.09072042719271556,21906.85,-0.007736516348943567,3.8,-0.013072081567352845,61.63,-0.0006488240292501501,8182.49,-0.005254737047030389
125,14.01,0.05501937559119918,21837.67,-0.003162913099659548,3.86,0.01566611674439944,60.24,-0.022812181482513516,8102.09,-0.009874452184966742
126,14.02,0.0007135212575284378,21829.85,-0.000358160943584096,3.9,0.0103093696588612,60.14,-0.0016614059312551888,8160.8,0.007220150299065864
127,18.85,0.2960280322875759,21371.62,-0.021214425595989184,3.87,-0.007722046093910251,59.03,-0.018629388307784822,8028.26,-0.01637438632977961
128,18.23,-0.03344432520344842,21433.95,0.0029122398815140116,3.89,0.0051546505886646,60.31,0.021452138210297456,8043.92,0.0019487095037131752
129,16.09,-0.12487062768627988,21570.72,0.006360725992282212,3.94,0.012771565679487562,61.65,0.021975302147457576,8176.68,0.01636967369719322
130,16.79,0.04258551008515754,21552.3,-0.0008543001450398435,3.86,-0.02051353983310311,61.73,0.0012968067954517437,8202.69,0.0031759489971605603
131,,,,,3.88,0.005167970158442614,59.06,-0.044216160090027934,,
132,17.01,,21476.43,,3.94,0.015345569674660497,57.19,-0.03217481838855196,8247.26,
133,16.09,-0.05560344540347861,21597.36,0.005615030287742684,3.9,-0.010204170174241911,54.72,-0.044149784612930176,8379.55,0.01591318979811973
134,19.66,0.20038815371472873,21241.81,-0.01659967568263454,3.9,0.0,55.7,0.017750873618943785,8346.23,-0.0039842738668109945
135,19.97,0.015645032708703432,21292.59,0.0023877155490854562,3.83,-0.018111749943045874,57.83,0.037527525236888515,8318.28,-0.0033544372091771635
136,16.83,-0.1710681392250093,21553.08,0.012159604906447186,3.81,-0.005235614053945126,57.72,-0.0019039382644567837,8380.47,0.007448496147954842
137,13.9,-0.19127416806606856,21788.37,0.01085761143104591,3.8,-0.0026281224062696396,57.63,-0.001560468457094899,8392.97,0.0014904518469673889
138,13.37,-0.038875449022794495,21887.9,0.004557631514156668,3.87,0.01825344030935039,57.2,-0.007489367062823327,8411.77,0.0022374648870648883
139,13.23,-0.01052641298698731,21854.73,-0.0015165986296565848,3.95,0.020461071871340275,57.34,0.0024445620694724113,8422.51,0.0012759680196765544
140,12.11,-0.08845542056186328,22023.16,0.007677252815673441,3.96,0.002528446353358582,57.31,-0.0005233318915784935,8492.51,0.008276714967676568
141,11.95,-0.013300279187481223,22029.77,0.0003000935488124412,3.93,-0.007604599385219402,56.38,-0.0163606428776788,8459.55,-0.0038886178474228927
142,12.25,0.02479465861321639,22032.91,0.00014252424070804182,3.9,-0.007662872745569205,56.42,0.0007092198878835276,8474.62,0.0017798337891061777
143,12.22,-0.002451983247286904,21931.48,-0.004614197079069626,3.91,0.0025608208616738626,55.94,-0.008544017800036663,8447.02,-0.003262098056092455
144,12.12,-0.008216973102280978,21888.18,-0.0019762825221842917,3.91,0.0,56.36,0.00747999925666587,8484.04,0.004373035001444592
145,12.63,0.04121795572123155,21756.43,-0.006037419062518978,3.94,0.0076433493125680485,55.76,-0.010702920578211206,8384.65,-0.011784098249059127
146,13.74,0.08423635043180333,21528.84,-0.010515914412570382,3.92,-0.005089069507471455,54.29,-0.026716718534908868,8419.09,0.004099093204649407
147,15.6,0.12695962746128808,21391.11,-0.006418016459415199,3.92,0.0,54.07,-0.004060544523446286,8434.44,0.0018215773484193676
148,13.44,-0.1490355791604876,21645.87,0.011839258970347544,3.9,-0.005115100666770456,54.3,0.004244723545976381,8446.42,0.0014193592045934622
149,12.5,-0.07250669078674798,21808.95,0.0075057618745990595,3.92,0.005115100666770456,54.73,0.00788777821593678,8493.75,0.005587915960202139
150,12.13,-0.030046921352296696,21819.64,0.000490045642727921,3.9,-0.005115100666770456,54.29,-0.008071957238466876,8452.79,-0.00483403453004172
151,12.12,-0.0008247423147906829,21787.08,-0.0014933480918060127,3.92,0.005115100666770456,53.29,-0.01859135160866865,8518.17,0.007704964651152224
152,12.56,0.0356601803988843,21722.36,-0.002974988771816456,3.94,0.005089069507471455,49.49,-0.0739780673448962,8564.22,0.005391530289459823
153,13.0,0.03443219642148421,21682.29,-0.0018463464805371643,3.93,-0.0025412974286727064,49.08,-0.008319009121084076,8507.86,-0.00660261722636335
154,12.51,-0.03842103298271704,21750.09,0.0031220971576200185,3.91,-0.005102051883895342,49.04,-0.0008153282147547181,8459.17,-0.005739382043413954
155,13.77,0.0959639882617438,21576.39,-0.00801823414350089,3.88,-0.007702220362092449,47.8,-0.02561065213054592,8480.38,0.0025042000624591054
156,13.39,-0.02798415303748225,21508.38,-0.0031570346777858305,3.94,0.015345569674660497,47.54,-0.0054541775653622615,8515.13,0.004089321053113437
157,12.23,-0.09061621000400022,21781.79,0.012631672983168585,3.99,0.01261050759192961,48.3,0.015860098726478977,8489.08,-0.0030639495018380813
158,13.71,0.11423354387514228,21577.15,-0.009439415239089755,3.98,-0.0025094116054258375,47.33,-0.020287216740370262,8549.87,0.0071354464828701225
159,13.61,-0.0073206769108487,21587.62,0.0004851178498253006,3.95,-0.007566240383315659,48.29,0.020080155967293845,8581.27,0.0036658430394957975
160,13.49,-0.008856146443710244,21561.11,-0.001228773284198681,4.0,0.012578782206859929,48.01,-0.0058151773426016184,8596.83,0.0018116094626954293
161,12.83,-0.050162491592119274,21652.73,0.004240314551045898,3.94,-0.015113637810048042,47.79,-0.004592909952781721,8640.08,0.00501831137545139
162,13.02,0.014700458152878237,21776.9,0.005718231462903844,3.95,0.002534855603188113,47.77,-0.00041858518819637425,8718.67,0.009054861319945928
163,13.79,0.05745705502478726,21710.82,-0.0030390211700055403,4.01,0.01507566240544711,47.0,-0.016250225691812226,8734.34,0.0017956792794606713
164,15.25,0.10063581124820997,21525.71,-0.008562719118447859,4.01,0.0,45.75,-0.026955809988528312,8676.66,-0.0066257206379116695
165,19.14,0.22720088297138785,21062.52,-0.02175287700405626,3.98,-0.007509422022131451,45.63,-0.002626396782218876,8616.36,-0.006973940282833269
166,28.03,0.38149497915188846,20435.47,-0.030223041159953112,4.02,0.010000083334583243,43.84,-0.040018752299550986,8459.79,-0.018338371096010775
167,40.74,0.373935045621963,19628.94,-0.04026710865785077,3.98,-0.010000083334583243,41.59,-0.052686888884939886,8054.61,-0.049079752290433376
168,36.02,-0.12313607105084978,19378.57,-0.012837191518727309,3.97,-0.0025157245972471376,41.86,0.0064709632630330916,7840.33,-0.026963673011358935
169,30.32,-0.17226677897363896,20087.65,0.03593738203568542,3.96,-0.002522069432709939,41.76,-0.002391773443470413,8058.38,0.027431618447780082
170,26.1,-0.14987224644552333,20570.73,0.02376399324457701,3.97,0.002522069432709939,44.46,0.06265096496166755,8213.29,0.01904103024826931
171,26.05,-0.0019175461292717522,20606.57,0.0017407653756027486,4.07,0.024876904755404494,47.97,0.07598590697792185,8201.24,-0.0014682116593807137
172,28.43,0.08742715746353236,20445.4,-0.007852038675396855,4.1,0.00734397425575839,,,8011.52,-0.02340485647579449
173,31.4,0.09936296725129923,19853.31,-0.029387174449380993,4.07,-0.00734397425575839,48.8,,7856.62,-0.019524017365723623
174,26.09,-0.18525579376557078,20206.88,0.017652396615993382,4.08,0.0024539889615666777,47.67,-0.023428043642367502,7941.16,0.010702871797622748
175,25.61,-0.01856919893720299,20237.22,0.0015003427294146832,4.1,0.004889985294191712,50.41,0.055887298877805414,7961.28,0.0025304306428228784
176,27.8,0.08205312048515756,19945.51,-0.014519427858159517,4.08,-0.004889985294191712,48.59,-0.03677181967672771,7799.34,-0.020550676217965247
177,,,,,4.1,0.004889985294191712,46.42,-0.04568734757152093,,
178,24.9,,20434.14,,4.07,-0.00734397425575839,48.88,0.05163791401704909,7923.36,
179,26.23,0.05203599040812046,20158.66,-0.01357305873189496,4.04,-0.007398307481444988,48.04,-0.01733431765155702,7825.6,-0.012414947482248806
180,24.37,-0.07355092624166737,20257.51,0.004891616256863074,4.04,0.0,47.77,-0.005636169809912328,7850.98,0.0032379539637332755
181,23.2,-0.04920058896485058,20349.8,0.004545494833529062,4.08,0.009852296443011666,46.87,-0.019020015467255735,8003.41,0.019229336094422678
182,24.25,0.04426433871122759,20268.86,-0.003985365698017773,4.06,-0.004914014802429145,45.87,-0.02156650332553456,8005.77,0.00029483084294135153
183,22.54,-0.07312510877186185,20518.93,0.012262156561035908,4.08,0.004914014802429145,45.91,0.0008716496520504435,8085.33,0.009888776818584688
184,21.35,-0.05423976893699667,20698.98,0.008736549001435279,4.06,-0.004914014802429145,49.35,0.07225480761835978,8179.39,0.011566267184239365
185,21.14,-0.009884759232541729,20659.98,-0.0018859280581207116,4.05,-0.0024660924951933616,48.27,-0.02212751620708886,8269.42,0.010946797858405688
186,22.28,0.052522434616991465,20331.32,-0.016035941427499978,4.13,0.019560525854493527,47.28,-0.020722876574558846,8241.09,-0.003431756838937261
187,20.14,-0.10098152776866698,20416.36,0.004173986026442478,4.14,0.0024183808642814775,47.64,0.007585371389256412,8317.21,0.00919424533044122
188,22.44,0.10813719336407956,20155.98,-0.012835521678265849,4.06,-0.019512814223581643,46.69,-0.020142735504253828,8205.92,-0.013471017048486189
189,22.13,-0.013910926591537365,20112.9,-0.002139618307481328,3.99,-0.01739174271186905,48.0,0.02767100192504568,8269.43,0.007709737830904118
190,23.47,0.05878885579997384,20043.4,-0.003461477745446473,4.05,0.01492565021667569,47.06,-0.01977762760867474,8191.55,-0.009462447691474196
191,23.62,0.006370800906283947,20019.15,-0.0012106070612922792,4.0,-0.012422519998557258,47.28,0.004663989798626478,8237.06,0.0055403489902658976
192,27.63,0.1568083281661088,19497.53,-0.02640152456313416,4.02,0.004987541511038973,46.04,-0.02657678924416107,8105.22,-0.016135185580308686
193,26.83,-0.029381474497792492,19500.7,0.00016257148116594067,4.04,0.004962789342129126,47.58,0.032901921021129876,8217.25,0.013727304657761508
194,24.5,-0.09084754688685104,19855.23,0.018017086138703675,4.08,0.009852296443011666,47.29,-0.006113648219027379,8275.6,0.007075822972002044
195,22.55,-0.08293805160199419,19885.05,0.0015007446146224623,4.08,0.0,47.48,0.0040097130856828755,8318.88,0.0052162041995860164
196,20.94,-0.07407386050629627,20167.81,0.014119575861878175,4.09,0.0024479816386400177,46.55,-0.019781566018391317,8391.9,0.008739324525381065
197,19.54,-0.06919755882775425,20550.34,0.018789716841036253,4.12,0.0073081933067247196,49.45,0.060435054345645334,8532.88,0.016659981493805986
198,19.4,-0.007190580545354486,20474.79,-0.00368311254126219,4.12,0.0,51.34,0.037508117374273287,8509.2,-0.002779005290410197
199,18.4,-0.05292240145434235,20654.11,0.008719957803622336,4.08,-0.009756174945364737,51.66,0.006213612224700071,8614.63,0.012313989595863717
